1.807212815347478454e+02,5.124021755053951921e+01,2.602501573589412942e+02,1.235334279655851617e+02,8.711586889247040233e+01,1.419044035605772933e+02,2.253116955523092031e+02,5.605409138263438251e+01,2.297331471146700039e+02
9.187733287630963730e+01,4.970750651783416885e+01,7.420450063089889454e+02,4.420297683132604760e+01,8.956817956047490270e+02,4.619305078964316635e+01,3.305143167183840433e+03,4.901221248235233219e+01,8.687395774748337374e+01
2.069260350710024738e+02,8.459433605616219154e+01,4.314806975641867211e+03,9.145468173310786142e+01,3.037255843174614256e+02,8.714829760041379814e+01,5.808698884131269551e+03,7.613584169842889082e+01,1.832086258923110336e+02
4.397250165533532140e+02,7.719677904600746388e+01,3.928583162831861273e+02,2.686592593324282916e+02,9.309362263336426224e+01,2.962929735054855200e+02,4.312621424367112581e+02,7.288990187004111476e+01,3.301705109463332519e+02
9.960293970240002182e+01,4.530546470704661743e+01,4.389832509161370240e+02,4.798902735417536292e+01,4.609543006421460518e+02,4.947507239721856820e+01,4.328162288207053621e+02,4.671724654848308234e+01,9.853895490389624001e+01
1.190635466661332345e+02,6.263378217960634231e+01,8.732722458340616640e+02,5.381041466323776490e+01,3.653958096145028662e+02,5.694526920839830098e+01,5.082273312092534070e+02,5.885529706360792090e+01,1.452016121713833172e+02
9.081933118691019899e+02,9.058542619466888368e+01,8.075973535519671032e+02,2.384248676940666769e+02,7.293868903418223226e+01,2.431397764733368376e+02,7.709450122245194734e+02,8.508729228692766355e+01,7.949853646560744664e+02
1.466971029744782982e+02,5.301930890014372011e+01,5.325055645881639066e+02,5.738352987284584117e+01,2.687863004978804611e+02,5.504365119608457491e+01,6.131528177590486166e+02,6.292344205021913695e+01,1.200128729898072351e+02
1.006499944612043151e+02,4.731486819518969611e+01,4.272151005889255089e+02,4.815619060212878821e+01,5.202455641541907880e+02,4.672923454322728531e+01,4.235451669393565908e+02,4.604480015148258332e+01,9.784835437880175846e+01
3.507799897150364927e+02,7.431918204004566064e+01,4.506928620817711248e+02,2.883222192955957439e+02,1.001239741850396427e+02,3.210303563165898026e+02,5.128010614051369203e+02,7.850132744999604029e+01,4.966750814536550251e+02
1.747514294542428388e+02,7.421470552843153712e+01,5.399967258818109258e+03,8.765240881557735975e+01,3.325010744806625098e+02,9.179957923313496337e+01,3.834101412758257993e+03,8.509229155046361370e+01,2.071301583990902486e+02
8.979598832061651592e+01,4.662987227643468913e+01,2.911288631136753611e+04,4.681884825777201087e+01,6.683132602851562751e+02,4.261855569853263859e+01,9.868526030676235905e+02,4.893838519335849213e+01,9.632359411505102287e+01
2.404092298962740131e+02,6.169608431579742103e+01,2.328689383260946499e+02,1.299219204019593121e+02,9.514358154183952365e+01,1.115083142156657203e+02,3.042017707886617472e+02,5.492035393514811403e+01,1.818019633437652374e+02
