2.902507552613612916e+02,4.549689344630601227e+02,2.853924907080097910e+03,9.020032192549275578e+02,2.614030851734531097e+03,9.867861162601008118e+02,1.273148803167719780e+04,4.968674857022015772e+02,2.960204603266635104e+02
2.883025806819170498e+02,5.514641236492483358e+02,6.001030331688693877e+02,2.618527891319593550e+02,2.178799725825932001e+03,2.661388348304625993e+02,5.251803041192110868e+02,5.137787454963164464e+02,2.606159607906988640e+02
3.046806023520236977e+02,7.162158087933113393e+02,2.103953568327768880e+04,3.053202516212260207e+02,3.358805281481705606e+03,3.365003395408774054e+02,8.580949029071152836e+03,7.562892276042499589e+02,2.901303465471917775e+02
2.797980831472959267e+02,5.895171406609720179e+02,1.053983634815882851e+03,5.765216125641883309e+02,2.663693725918450127e+03,4.698784679211016737e+02,1.063507289458780633e+03,5.922980957788652177e+02,2.854246081834389770e+02
3.270645480148864976e+02,3.626913742645650018e+03,1.550835144016842423e+04,5.720663549541542352e+02,2.846186126444784463e+02,6.049551882546369370e+02,5.333138840651151440e+03,3.618495881989079408e+03,3.372931311509896659e+02
2.496085884968490802e+02,2.281633215336209162e+02,8.721103782547660330e+02,3.282823185201482943e+02,1.243102247965967308e+03,3.754783355565842839e+02,1.450322172433288870e+03,2.777321534935528007e+02,2.341041886565560048e+02
3.630383997246373724e+02,1.034714026141029763e+03,9.177627659224101535e+02,4.801489731241108530e+02,5.054302167450434240e+02,4.841042009914161781e+02,8.501937476178635507e+02,9.534460548635560144e+02,3.628720527290878408e+02
2.367696833917705135e+02,3.001840670602467753e+02,1.614186928209204098e+03,3.895537902264034642e+02,1.326798543731481686e+03,3.182053874637335866e+02,1.480988591309209369e+03,2.273413257762530861e+02,2.510545390258922112e+02
3.257761359245616859e+02,5.360059344864564082e+03,4.984482942741800071e+04,7.096553132381515070e+02,2.833429663989137453e+02,6.137017623479042641e+02,3.685775070414471702e+04,2.868581023243420532e+03,3.201620117589136498e+02
2.900762065477324541e+02,5.449411246189172289e+02,1.029229002213738795e+03,4.878594319059329223e+02,2.498300710966972929e+03,5.475717764952222524e+02,1.048044219000418707e+03,5.986434946086308173e+02,2.714370604320656071e+02
2.915833855329117910e+02,8.066740577592563568e+02,1.228042593668923655e+04,3.266448563696080782e+02,8.115191260910609344e+03,3.436826604666244975e+02,4.637782522272937058e+04,6.811259742466819489e+02,3.026090248403356782e+02
2.605371484570456460e+02,4.925493523883885132e+02,4.963357287681268986e+02,2.804352367934974950e+02,2.416797475710419803e+03,2.736330143872704639e+02,5.802362837398416104e+02,4.797056665066001528e+02,2.933265773508965140e+02
2.914682079739320670e+02,4.987165294658774428e+02,3.554442699550298858e+04,1.375646154420290713e+03,3.876842130855888627e+03,9.338311841146099823e+02,8.103497320050826602e+03,4.172469091932837841e+02,2.909019222698303224e+02
