6.062445737973622784e+01,3.152013937621430273e+01,1.058897852577444070e+02,5.737257342315668041e+01,2.545778555734689519e+02,2.559205503629932110e+01,4.356410425979728984e+01,4.072447293810110409e+02,2.259980671374192752e+03
1.502747503653664864e+02,6.134004161462169691e+01,8.565364474404747241e+00,4.359334961961008759e+01,7.712618786363574941e+01,1.232231031380537267e+01,6.877177400189984269e+01,1.695808961905225374e+02,3.870627521543302123e+02
4.125665594521695994e+02,1.330408529408064169e+02,7.830593789033219565e+00,5.909166967379095325e+01,2.847256230128838439e+01,6.425893894923427752e+01,1.407889789259457132e+02,6.692149663614104327e+01,1.051764625363529149e+03
1.750162659670044718e+02,3.103293091365437704e+02,1.100660696280228024e+02,1.563870075242764131e+02,4.412184532824944938e+00,9.851752825455986340e+01,1.216876075732471030e+00,1.201467596754241782e+02,1.945740126163152866e+02
5.250343196159539048e+02,1.011357999608011960e+04,1.401947638413075481e+02,7.802931159580350595e+01,6.778234525049899162e+01,5.435686179726400269e+01,5.141999888219772856e+02,1.730306282379766287e+02,5.281036800230954213e+02
4.495781117800888751e+02,1.094226971913404043e+02,1.861733758113296915e+02,1.229596763465511522e+01,1.900958853023712791e+01,4.911161619859697680e+01,1.346722070989148506e+03,5.065662285202176207e+01,2.278495594874864764e+03
3.765543913810151025e+03,6.282603565147036306e+01,1.140982282938143584e+02,1.078733974660539197e+01,2.004058499507132396e+01,2.740932717423284259e+01,1.443691749784633949e+01,5.016547444575449077e+01,2.238254947972745867e+02
3.277776907239447013e+01,3.786208298622118207e+01,1.697112377398426588e+02,6.673827733986863109e+01,3.416308022852242487e+01,1.777092243667554783e+01,1.450342137125761965e+01,9.584263830774031589e+01,4.305307619703808086e+02
5.478019515252893825e+02,1.927283823233100861e+02,6.335118527088126257e+02,6.398779135160785358e+01,3.883831950066004879e+01,4.088609095735644239e+00,9.968848145809317884e+01,2.372702853172042126e+01,4.871486978498223266e+02
4.163725697558447791e+02,1.685335962774935865e+02,7.481558406732520439e+01,7.990038964688284295e+01,9.396961730832082083e+01,2.501345248852422287e+01,1.945711766182147926e+02,1.690529523385784882e+00,2.226176324606588821e+02
2.326310277171027110e+02,6.343033138644838800e+03,1.154539496516539003e+02,4.050206714438902367e+01,7.858785959815938895e+02,3.958563286943387993e+02,3.920691149233665129e+01,1.142329394647826746e+02,1.775495020239823987e+02
3.398474706608938618e+02,4.692552694796281685e+02,7.951368995965127340e+01,1.884697774319212840e+03,7.095308186336244205e+01,4.097592427214892268e+03,4.670733459817572566e+02,2.612964510657924677e+01,3.355447529835864771e+02
2.146562419223245797e+03,2.017119772819094692e+02,1.123021500451464760e+02,3.537213416273400526e+02,2.866245339693428651e+00,1.622332537634928713e+03,1.866690843879338857e+01,1.792435630910331952e+02,1.309162103347491666e+02
